ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,N_VICTIMAS,FECHA_SINIESTRO,HORA_SINIESTRO,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ID,Year,Rango_Edad
Pasajero_Acompañante,Auto,Femenino,49,2018-08-26 00:00:00,1,2018-08-26,00:59:00,0,Lacarra Av. Y Dellepiane Luis Tte. Gral.,Avenida,9,-58.46739825,-34.65117757,Auto-Auto,Auto,364,2018,41-60
Peaton,Peaton,Masculino,39,2018-08-31 00:00:00,1,2018-08-31,22:20:00,22,Au Héctor J. Cámpora Y Roca Cnel. Av.,Autopista,8,-58.44483258,-34.67152226,Peaton-Auto,Auto,365,2018,21-40
Conductor,Auto,Femenino,35,2018-09-02 00:00:00,1,2018-09-02,10:50:00,10,Av. Varela Y Av. Int. Francisco Rabanal,Avenida,8,-58.43254025,-34.66128115,Auto-Movil,Otro,366,2018,21-40
Conductor,Auto,Masculino,55,2018-09-09 00:00:00,2,2018-09-09,05:00:00,5,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,8,-58.47199387,-34.69640164,Auto-Auto,Auto,367,2018,41-60
Pasajero_Acompañante,Auto,Masculino,54,2018-09-09 00:00:00,2,2018-09-09,05:00:00,5,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Gral Paz,8,-58.47199387,-34.69640164,Auto-Auto,Auto,368,2018,41-60
Peaton,Peaton,Masculino,18,2018-09-13 00:00:00,1,2018-09-12,14:25:00,14,Rivadavia Av. Y Pedernera,Avenida,7,-58.46411215,-34.62925068,Peaton-Pasajeros,Pasajeros,369,2018,1-20
Sd,Moto,Femenino,33,2018-09-20 00:00:00,1,2018-09-20,10:30:00,10,Elvira Rawson De Dellepiane 150,Avenida,1,-58.36217754,-34.62367156,Moto-Auto,Auto,370,2018,21-40
Conductor,Auto,Masculino,42,2018-09-21 00:00:00,1,2018-09-21,00:15:00,0,Paz Gral. Av. Y Zapiola,Gral Paz,12,-58.48098594,-34.54073130,Multiple,Multiple,371,2018,41-60
Conductor,Moto,Masculino,20,2018-09-21 00:00:00,1,2018-09-21,00:30:00,0,Famatina Y Diogenes Taborda,Calle,4,-58.41083404,-34.64640709,Moto-Auto,Auto,372,2018,21-40
Peaton,Peaton,Masculino,1,2018-09-29 00:00:00,1,2018-09-27,17:51:00,17,Av. Castañares Y Bonorino,Avenida,7,-58.44609828,-34.64446729,Peaton-Moto,Moto,373,2018,1-20
Conductor,Moto,Masculino,22,2018-10-01 00:00:00,1,2018-10-01,08:58:00,8,Au Frondizi 9 De Julio Sur Y Av. Suarez,Autopista,4,-58.37709334,-34.64035082,Moto-Moto,Moto,374,2018,21-40
Peaton,Peaton,Femenino,56,2018-10-03 00:00:00,1,2018-10-03,18:12:00,18,Nazca Av. Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Pasajeros,Pasajeros,375,2018,41-60
Conductor,Moto,Masculino,27,2018-10-04 00:00:00,1,2018-10-04,22:02:00,22,Figueroa Alcorta Pres. Av. Y Echeverria,Avenida,13,-58.43674281,-34.55161027,Moto-Moto,Moto,376,2018,21-40
Peaton,Peaton,Femenino,62,2018-10-06 00:00:00,1,2018-10-06,14:20:00,14,Rivadavia Av. Y Jujuy Av.,Avenida,3,-58.40596860,-34.61011987,Peaton-Pasajeros,Pasajeros,377,2018,61-90
Conductor,Moto,Masculino,37,2018-10-10 00:00:00,1,2018-10-09,14:00:00,14,De Los Italianos Av. Y Guemes Macacha,Avenida,1,-58.36154069,-34.60463618,Moto-Auto,Auto,378,2018,21-40
Peaton,Peaton,Masculino,34,2018-10-10 00:00:00,1,2018-10-10,22:12:00,22,Tucuman Y Alem Leandro N. Av.,Avenida,1,-58.37062179,-34.60066507,Peaton-Pasajeros,Pasajeros,379,2018,21-40
Peaton,Peaton,Masculino,60,2018-10-14 00:00:00,1,2018-10-13,03:05:00,3,Corrientes Av. Y Gallardo Angel Av.,Avenida,15,-58.43220014,-34.60207186,Peaton-Moto,Moto,380,2018,61-90
Conductor,Moto,Masculino,28,2018-10-19 00:00:00,1,2018-10-19,12:13:00,12,Au Perito Moreno Y Av. Eva Perón Sentido Centro,Autopista,9,-58.46958442,-34.64949724,Moto-Cargas,Cargas,381,2018,21-40
Conductor,Moto,Femenino,28,2018-10-24 00:00:00,1,2018-10-24,09:18:00,9,Muñecas Y Serrano,Calle,15,-58.44671397,-34.59970903,Moto-Cargas,Cargas,382,2018,21-40
Conductor,Moto,Masculino,20,2018-10-25 00:00:00,1,2018-10-25,11:00:00,11,Artigas Jose Gervasio Gral. Y Tres Arroyos,Calle,11,-58.47152163,-34.61474911,Moto-Cargas,Cargas,383,2018,21-40
Conductor,Moto,Masculino,23,2018-10-30 00:00:00,1,2018-10-30,02:15:00,2,Solis E Independencia Av.,Avenida,1,-58.39032921,-34.61807951,Moto-Auto,Auto,384,2018,21-40
Peaton,Peaton,Masculino,42,2018-11-01 00:00:00,1,2018-10-31,12:30:00,12,Bosch Ventura Y Paz Gral. Av.,Calle,9,-58.52887773,-34.64297861,Peaton-Pasajeros,Pasajeros,385,2018,41-60
Peaton,Peaton,Masculino,48,2018-11-08 00:00:00,1,2018-11-01,10:50:00,10,Paz Gral. Av. 14800,Gral Paz,8,-58.49371157,-34.67981324,Peaton-Cargas,Cargas,386,2018,41-60
Conductor,Moto,Masculino,30,2018-11-08 00:00:00,1,2018-11-04,08:15:00,8,Av. Eva Perón 5321,Avenida,9,-58.48266599,-34.66012327,Moto-Moto,Moto,387,2018,21-40
Peaton,Peaton,Femenino,80,2018-11-05 00:00:00,1,2018-11-05,14:49:00,14,Peron Juan Domingo Tte. General Y Pueyrredon Av.,Avenida,3,-58.40612253,-34.60774301,Peaton-Moto,Moto,388,2018,61-90
Peaton,Peaton,Femenino,51,2018-11-20 00:00:00,1,2018-11-09,13:34:00,13,Monroe Y Alvarez Thomas Av.,Avenida,12,-58.48250732,-34.57208238,Peaton-Auto,Auto,389,2018,41-60
Peaton,Peaton,Femenino,72,2018-11-09 00:00:00,1,2018-11-09,16:32:00,16,Rivadavia Av. Y Manzoni,Avenida,10,-58.49945705,-34.63743280,Peaton-Pasajeros,Pasajeros,390,2018,61-90
Conductor,Auto,Masculino,33,2018-11-12 00:00:00,1,2018-11-12,01:00:00,1,Au Dellepiane Luis Tte. Gral. Y Larrazabal,Autopista,8,-58.47743966,-34.67233407,Auto-Auto,Auto,391,2018,21-40
Conductor,Cargas,Masculino,44,2018-11-15 00:00:00,1,2018-11-15,19:40:00,19,Au Perito Moreno Y Reservistas Argentinos,Autopista,9,-58.52144411,-34.63682499,Cargas-Cargas,Cargas,392,2018,41-60
Peaton,Peaton,Masculino,29,2018-11-17 00:00:00,1,2018-11-16,21:12:00,21,Saenz Av. Y Ventana,Avenida,4,-58.41650465,-34.65084045,Peaton-Pasajeros,Pasajeros,393,2018,21-40
Conductor,Moto,Masculino,27,2018-11-23 00:00:00,1,2018-11-18,12:11:00,12,Avda. General Paz Y Cnel. Ramón Falcón,Gral Paz,9,-58.52994219,-34.64055918,Moto-Auto,Auto,394,2018,21-40
Conductor,Moto,Masculino,29,2018-11-19 00:00:00,1,2018-11-19,09:14:00,9,Av. Gral. Paz Y Av. De Los Constituyentes,Gral Paz,12,-58.50993046,-34.56919739,Moto-Moto,Moto,395,2018,21-40
Pasajero_Acompañante,Auto,Masculino,49,2018-11-25 00:00:00,2,2018-11-25,04:30:00,4,Paz Gral. Av. 11200,Gral Paz,9,-58.52844623,-34.64592873,Auto-Pasajeros,Pasajeros,396,2018,41-60
Pasajero_Acompañante,Auto,Femenino,39,2018-11-25 00:00:00,2,2018-11-25,04:30:00,4,Paz Gral. Av. 11200,Gral Paz,9,-58.52844623,-34.64592873,Auto-Pasajeros,Pasajeros,397,2018,21-40
Conductor,Moto,Masculino,37,2018-11-30 00:00:00,1,2018-11-28,04:01:00,4,Newbery Jorge Av. Y Guevara,Avenida,15,-58.45021367,-34.58695347,Moto-Pasajeros,Pasajeros,398,2018,21-40
Conductor,Moto,Masculino,42,2018-12-03 00:00:00,1,2018-12-03,03:00:00,3,Gaona Av. Y Segurola Av.,Avenida,10,-58.49022072,-34.62770192,Moto-Pasajeros,Pasajeros,399,2018,41-60
Conductor,Moto,Masculino,29,2018-12-07 00:00:00,1,2018-12-07,19:10:00,19,Madero Eduardo Av. 550,Avenida,1,-58.36860866,-34.60106568,Moto-Cargas,Cargas,400,2018,21-40
Peaton,Peaton,Masculino,70,2018-12-12 00:00:00,1,2018-12-12,08:26:00,8,Au Arturo Illia Y Castillo Ramon S.,Autopista,2,-58.39490504,-34.57241534,Peaton-Cargas,Cargas,401,2018,61-90
Peaton,Peaton,Femenino,60,2018-12-12 00:00:00,1,2018-12-12,14:07:00,14,Nazca Av. Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Cargas,Cargas,402,2018,61-90
Peaton,Peaton,Masculino,56,2018-12-13 00:00:00,1,2018-12-12,21:00:00,21,La Plata Av. Y Caseros Av.,Avenida,7,-58.42349365,-34.64019887,Peaton-Moto,Moto,403,2018,41-60
Peaton,Peaton,Masculino,80,2018-12-22 00:00:00,1,2018-12-18,14:40:00,14,Belgrano Av. Y Peru,Avenida,1,-58.37471802,-34.61265002,Peaton-Pasajeros,Pasajeros,404,2018,61-90
Peaton,Peaton,Femenino,70,2018-12-18 00:00:00,1,2018-12-18,15:42:00,15,Rivadavia Av. 7013,Avenida,7,-58.46438789,-34.62913916,Peaton-Pasajeros,Pasajeros,405,2018,61-90
Pasajero_Acompañante,Moto,Masculino,29,2018-12-19 00:00:00,1,2018-12-18,20:15:00,20,Adolfo Alsina Y Santiago Del Estero,Calle,1,-58.38481975,-34.61100424,Moto-Pasajeros,Pasajeros,406,2018,21-40
Pasajero_Acompañante,Pasajeros,Femenino,79,2018-12-21 00:00:00,1,2018-12-21,09:30:00,9,Bermudez 1893,Calle,10,-58.50751833,-34.62073702,Pasajeros-Pasajeros,Pasajeros,407,2018,61-90
Pasajero_Acompañante,Moto,Masculino,28,2018-12-24 00:00:00,1,2018-12-22,06:30:00,6,Santander 1974,Calle,7,-58.44682986,-34.63888084,Moto-Moto,Moto,408,2018,21-40
Conductor,Auto,Masculino,78,2018-12-22 00:00:00,1,2018-12-22,08:05:00,8,Julieta Lanteri 1400,Calle,1,-58.36004650,-34.61381341,Auto-Auto,Auto,409,2018,61-90
Peaton,Peaton,Masculino,75,2018-12-24 00:00:00,1,2018-12-22,17:40:00,17,Maza Y Av. Independencia,Avenida,5,-58.41509546,-34.62085945,Peaton-Moto,Moto,410,2018,61-90
Pasajero_Acompañante,Cargas,Masculino,32,2019-01-01 00:00:00,1,2018-12-25,13:30:00,13,Paz Gral. Av. 5172,Gral Paz,12,-58.50997604,-34.57251072,Cargas-Pasajeros,Pasajeros,411,2018,21-40
Conductor,Moto,Masculino,22,2018-12-29 00:00:00,1,2018-12-29,05:25:00,5,Olivera Av. Y Alberdi Juan Bautista Av.,Avenida,10,-58.48606475,-34.64047818,Moto-Auto,Auto,412,2018,21-40
Conductor,Moto,Masculino,25,2019-01-08 00:00:00,1,2019-01-08,08:30:00,8,Castillo Ramon S. Pres. Av. Y Calle 12,Avenida,2,-58.38526125,-34.57805810,Moto-Cargas,Cargas,413,2019,21-40
Conductor,Auto,Masculino,32,2019-01-09 00:00:00,1,2019-01-09,04:00:00,4,Castañares Av. Y Moreno Perito Av.,Avenida,7,-58.45463662,-34.65082149,Auto-Cargas,Cargas,414,2019,21-40
Conductor,Moto,Masculino,23,2019-01-12 00:00:00,1,2019-01-12,08:00:00,8,San Martin Av. Y Terrada,Avenida,15,-58.49121672,-34.59718073,Moto-Auto,Auto,415,2019,21-40
Conductor,Auto,Masculino,71,2019-01-14 00:00:00,1,2019-01-14,19:58:00,19,Peron Eva Av. Y Medina,Avenida,9,-58.47325712,-34.65284605,Auto-Pasajeros,Pasajeros,416,2019,61-90
Conductor,Moto,Masculino,43,2019-01-19 00:00:00,1,2019-01-19,12:00:00,12,Justo Juan B. Av. Y Alvarez Jonte Av.,Avenida,10,-58.52108101,-34.63382309,Moto-Cargas,Cargas,417,2019,41-60
Peaton,Peaton,Femenino,12,2019-01-23 00:00:00,1,2019-01-23,05:45:00,5,Obligado Rafael Av. Costanera 4650,Avenida,14,-58.41652702,-34.55509606,Peaton-Auto,Auto,418,2019,1-20
Conductor,Moto,Masculino,35,2019-01-26 00:00:00,1,2019-01-26,19:34:00,19,Mitre Bartolome Y Yatay,Calle,5,-58.42891604,-34.61071660,Moto-Auto,Auto,419,2019,21-40
Conductor,Moto,Masculino,42,2019-01-31 00:00:00,1,2019-01-30,22:45:00,22,Paz Gral. Av. 16080,Gral Paz,8,-58.47802293,-34.69156793,Multiple,Multiple,420,2019,41-60
Conductor,Moto,Masculino,34,2019-01-31 00:00:00,1,2019-01-31,14:55:00,14,Chacabuco Y San Juan Av.,Avenida,1,-58.37564821,-34.62200207,Moto-Auto,Auto,421,2019,21-40
Peaton,Peaton,Masculino,42,2019-02-02 00:00:00,2,2019-02-02,07:50:00,7,Del Libertador Av. 4100,Avenida,14,-58.42668489,-34.56961468,Peaton-Auto,Auto,422,2019,41-60
Peaton,Peaton,Masculino,59,2019-02-02 00:00:00,2,2019-02-02,07:50:00,7,Del Libertador Av. 4100,Avenida,14,-58.42668489,-34.56961468,Peaton-Auto,Auto,423,2019,41-60
Peaton,Peaton,Masculino,42,2019-02-10 00:00:00,1,2019-02-10,01:00:00,1,Paz Gral. Av. Y Alberdi Juan Bautista Av.,Gral Paz,9,-58.51839930,-34.66252488,Peaton-Auto,Auto,424,2019,41-60
Conductor,Moto,Masculino,31,2019-02-20 00:00:00,1,2019-02-17,03:16:00,3,Castañares Av. Y Gordillo Timoteo,Avenida,8,-58.48432691,-34.67665828,Moto-Auto,Auto,425,2019,21-40
Peaton,Peaton,Masculino,39,2019-03-02 00:00:00,1,2019-02-20,07:30:00,7,Salvigny Y Mom,Calle,7,-58.43383830,-34.64457699,Peaton-Auto,Auto,426,2019,21-40
Conductor,Moto,Masculino,69,2019-02-20 00:00:00,1,2019-02-20,17:30:00,17,Lamarca Emilio 5402,Calle,11,-58.51664939,-34.58657938,Moto-Objeto Fijo,Objeto Fijo,427,2019,61-90
Conductor,Auto,Masculino,21,2019-02-23 00:00:00,1,2019-02-23,06:57:00,6,San Martin Av. 5638,Avenida,11,-58.49613012,-34.59703502,Auto-Objeto Fijo,Objeto Fijo,428,2019,21-40
Conductor,Moto,Masculino,40,2019-02-24 00:00:00,1,2019-02-24,02:00:00,2,Carrillo Ramon Dr. Y Finochietto Enrique Dr.,Calle,4,-58.38313603,-34.63356284,Moto-Pasajeros,Pasajeros,429,2019,41-60
Conductor,Auto,Masculino,22,2019-03-07 00:00:00,1,2019-03-03,07:00:00,7,Mexico Y Pichincha,Calle,3,-58.39914719,-34.61632317,Auto-Pasajeros,Pasajeros,430,2019,21-40
Peaton,Peaton,Femenino,29,2019-03-03 00:00:00,1,2019-03-03,23:30:00,23,Cantilo Int. Y Udaondo Guillermo Av.,Autopista,13,-58.44927253,-34.54048625,Peaton-Auto,Auto,431,2019,21-40
Conductor,Moto,Masculino,42,26/03/2019,1,2019-03-06,12:00:00,12,Del Libertador Av. 6326,Avenida,13,-58.45049163,-34.55374003,Moto-Auto,Auto,432,2019,41-60
Conductor,Moto,Masculino,43,2019-03-07 00:00:00,1,2019-03-07,21:01:00,21,Chiclana Av. 3444,Avenida,5,-58.41288952,-34.63572989,Moto-Auto,Auto,433,2019,41-60
Conductor,Moto,Masculino,23,2019-03-16 00:00:00,1,2019-03-15,22:50:00,22,Boyaca Av. Y Yerbal,Avenida,7,-58.45743597,-34.62561234,Moto-Auto,Auto,434,2019,21-40
Conductor,Auto,Masculino,34,2019-03-16 00:00:00,1,2019-03-16,08:28:00,8,Paz Gral. Av. Y Jacques Amadeo,Gral Paz,9,-58.52922765,-34.63637963,Auto-Objeto Fijo,Objeto Fijo,435,2019,21-40
Conductor,Moto,Masculino,32,2019-03-19 00:00:00,1,2019-03-19,1900-01-14 07:12:00,7,Antartida Argentina Av. 1325,Avenida,1,-58.37208118,-34.58541957,Moto-Cargas,Cargas,436,2019,21-40
Peaton,Peaton,Masculino,27,2019-04-04 00:00:00,1,2019-03-22,13:10:00,13,Mitre Bartolome Y Sanchez De Bustamante,Calle,5,-58.41458534,-34.60937557,Peaton-Auto,Auto,437,2019,21-40
Peaton,Peaton,Masculino,42,2019-03-28 00:00:00,1,2019-03-28,07:32:00,7,Fernandez De La Cruz F.  Gral. Av. Y Larrazabal,Avenida,8,-58.47976785,-34.69153196,Peaton-Pasajeros,Pasajeros,438,2019,41-60
Ciclista,Bicicleta,Masculino,37,2019-03-28 00:00:00,1,2019-03-28,11:11:00,11,Santa Fe Av. Y Azcuenaga,Avenida,2,-58.39990285,-34.59511714,Multiple,Multiple,439,2019,21-40
Peaton,Peaton,Femenino,42,2019-04-06 00:00:00,1,2019-04-06,09:15:00,9,Justo Juan B. Av. Y Oroño Nicasio,Avenida,11,-58.46051346,-34.60588536,Peaton-Pasajeros,Pasajeros,440,2019,41-60
Conductor,Moto,Masculino,27,2019-04-07 00:00:00,1,2019-04-07,10:15:00,10,Fernandez De La Cruz F.  Gral. Av. Y Lacarra Av.,Avenida,8,-58.47976785,-34.69153196,Moto-Objeto Fijo,Objeto Fijo,441,2019,21-40
Conductor,Moto,Masculino,25,2019-04-09 00:00:00,1,2019-04-09,16:00:00,16,Alvarez Donato Tte. Gral. Y Yerbal,Calle,7,-58.45457546,-34.62447891,Moto-Cargas,Cargas,442,2019,21-40
Ciclista,Bicicleta,Masculino,20,2019-04-12 00:00:00,1,2019-04-12,19:55:00,19,Cordoba Av. Y Madero Eduardo Av.,Avenida,1,-58.36951669,-34.59832047,Bicicleta-Cargas,Cargas,443,2019,21-40
Peaton,Peaton,Femenino,83,2019-04-18 00:00:00,1,2019-04-16,11:00:00,11,Camarones Y Alvarez Donato Tte. Gral. Av.,Avenida,11,-58.46415322,-34.60443790,Peaton-Auto,Auto,444,2019,61-90
Conductor,Moto,Masculino,42,2019-04-21 00:00:00,1,2019-04-21,09:08:00,9,Moreno Perito Av. 3050,Avenida,7,-58.45537373,-34.65093074,Moto-Objeto Fijo,Objeto Fijo,445,2019,41-60
Peaton,Peaton,Femenino,75,2019-04-23 00:00:00,1,2019-04-23,14:10:00,14,Suipacha 665,Calle,1,-58.37942637,-34.60053054,Peaton-Bicicleta,Bicicleta,446,2019,61-90
Conductor,Moto,Masculino,34,2019-05-02 00:00:00,1,2019-04-26,22:46:00,22,Riglos Y Formosa,Calle,6,-58.43680440,-34.62147504,Moto-Auto,Auto,447,2019,21-40
Conductor,Moto,Masculino,17,2019-05-01 00:00:00,1,2019-05-01,23:10:00,23,La Rioja E Independencia Av.,Avenida,3,-58.40778291,-34.61971907,Moto-Auto,Auto,448,2019,1-20
Peaton,Peaton,Femenino,42,2019-05-05 00:00:00,1,2019-05-04,14:10:00,14,Udaondo Guillermo Av. Y Figueroa Alcorta Pres. Av.,Avenida,13,-58.45212523,-34.54628513,Peaton-Moto,Moto,449,2019,41-60
Peaton,Peaton,Femenino,82,2019-05-08 00:00:00,1,2019-05-05,11:00:00,11,Santo Tome Y Segurola Av.,Avenida,10,-58.50512382,-34.61520391,Peaton-Auto,Auto,450,2019,61-90
Conductor,Moto,Masculino,28,2019-05-09 00:00:00,1,2019-05-09,03:05:00,3,San Pedrito Av. Y Directorio Av.,Avenida,7,-58.46749188,-34.63551751,Moto-Auto,Auto,451,2019,21-40
Pasajero_Acompañante,Auto,Femenino,78,2019-05-11 00:00:00,1,2019-05-11,20:30:00,20,Alberdi Juan Bautista Av. Y Andalgala,Avenida,9,-58.51140289,-34.65846419,Multiple,Multiple,452,2019,61-90
Peaton,Peaton,Masculino,39,2019-05-14 00:00:00,1,2019-05-14,15:00:00,15,Lima Y Constitucion,Calle,1,-58.38211431,-34.62465368,Peaton-Pasajeros,Pasajeros,453,2019,21-40
Ciclista,Bicicleta,Femenino,42,2019-05-21 00:00:00,1,2019-05-21,09:00:00,9,Cordoba Av. Y Madero Eduardo Av.,Avenida,1,-58.36951669,-34.59832047,Bicicleta-Cargas,Cargas,454,2019,41-60
Peaton,Peaton,Femenino,77,2019-05-29 00:00:00,1,2019-05-27,12:45:00,12,Boedo Av. 650,Avenida,5,-58.41635217,-34.62036547,Peaton-Moto,Moto,455,2019,61-90
Conductor,Moto,Masculino,33,2019-06-03 00:00:00,1,2019-06-03,07:27:00,7,Del Libertador Av. Y Republica De La India,Avenida,14,-58.41316147,-34.57579669,Moto-Cargas,Cargas,456,2019,21-40
Pasajero_Acompañante,Moto,Femenino,26,2019-06-04 00:00:00,1,2019-06-04,09:00:00,9,Gral Paz Y Cabildo,Gral Paz,13,-58.47617802,-34.53825652,Moto-Auto,Auto,457,2019,21-40
Peaton,Peaton,Masculino,76,2019-06-06 00:00:00,1,2019-06-06,10:00:00,10,Caseros Av. 1700,Avenida,4,-58.38641783,-34.63330028,Peaton-Cargas,Cargas,458,2019,61-90
Conductor,Moto,Masculino,32,2019-06-07 00:00:00,1,2019-06-07,07:00:00,7,Avellaneda Av. 1548,Avenida,6,-58.45322169,-34.62038137,Moto-Cargas,Cargas,459,2019,21-40
Peaton,Peaton,Femenino,72,2019-06-09 00:00:00,1,2019-06-08,09:20:00,9,Ciudad De La Paz Y Mendoza,Calle,13,-58.45849057,-34.56166498,Peaton-Cargas,Cargas,460,2019,61-90
Conductor,Moto,Masculino,21,2019-06-09 00:00:00,1,2019-06-08,23:35:00,23,Salguero Jeronimo Y Honduras Av.,Avenida,14,-58.41829559,-34.59411677,Moto-Cargas,Cargas,461,2019,21-40
Conductor,Moto,Masculino,41,2019-06-11 00:00:00,1,2019-06-11,10:00:00,10,Filiberto Juan De Dios Y Olavarria,Calle,4,-58.36376488,-34.63832093,Moto-Auto,Auto,462,2019,41-60
Pasajero_Acompañante,Auto,Masculino,49,2019-06-14 00:00:00,1,2019-06-14,17:20:00,17,Asturias Av. Y Castañares Av.,Avenida,8,-58.46442668,-34.66004784,Auto-Auto,Auto,463,2019,41-60
Conductor,Moto,Masculino,21,2019-06-20 00:00:00,1,2019-06-20,03:00:00,3,Gandara 2976,Calle,15,-58.48222035,-34.58428769,Moto-Objeto Fijo,Objeto Fijo,464,2019,21-40
Conductor,Moto,Masculino,47,2019-06-21 00:00:00,1,2019-06-20,19:45:00,19,Guevara Trinidad Y Madero Eduardo Av.,Avenida,1,-58.36819005,-34.60283208,Moto-Pasajeros,Pasajeros,465,2019,41-60
Peaton,Peaton,Femenino,75,2019-06-29 00:00:00,1,2019-06-29,17:16:00,17,Boyaca Av. 305,Avenida,7,-58.45877601,-34.62330939,Peaton-Auto,Auto,466,2019,61-90
Peaton,Peaton,Femenino,63,2019-07-08 00:00:00,1,2019-07-05,19:00:00,19,Artilleros Y La Pampa,Calle,13,-58.44196498,-34.55760517,Peaton-Auto,Auto,467,2019,61-90
Conductor,Moto,Masculino,39,2019-07-10 00:00:00,1,2019-07-10,09:20:00,9,Autopista Perito Moreno Altura Paso A Nivel De Irigoyen,Autopista,10,-58.50622631,-34.63627822,Moto-Pasajeros,Pasajeros,468,2019,21-40
Conductor,Moto,Masculino,30,2019-07-13 00:00:00,1,2019-07-13,22:35:00,22,15 De Noviembre De 1889 Y Santiago Del Estero,Calle,1,-58.38410880,-34.63099197,Moto-Pasajeros,Pasajeros,469,2019,21-40
Peaton,Peaton,Femenino,78,2019-07-17 00:00:00,1,2019-07-17,11:20:00,11,Acosta Mariano Av. Y Falcon Ramon L. Cnel.,Avenida,10,-58.48100602,-34.63504312,Peaton-Auto,Auto,470,2019,61-90
Peaton,Peaton,Femenino,58,2019-07-17 00:00:00,1,2019-07-17,18:40:00,18,11 De Septiembre De 1888 Y Mendoza,Calle,13,-58.45200171,-34.55781320,Peaton-Pasajeros,Pasajeros,471,2019,41-60
Peaton,Peaton,Femenino,60,2019-08-02 00:00:00,1,2019-08-01,23:00:00,23,Pino Virrey Del Y Campos Luis M. Av.,Avenida,13,-58.44462132,-34.56201105,Peaton-Pasajeros,Pasajeros,472,2019,61-90
Pasajero_Acompañante,Moto,Masculino,42,2019-08-04 00:00:00,1,2019-08-04,01:30:00,1,Forest Av. Y Maure,Avenida,15,-58.45220688,-34.58711712,Moto-Pasajeros,Pasajeros,473,2019,41-60
Conductor,Moto,Masculino,20,2019-08-06 00:00:00,1,2019-08-06,03:15:00,3,Boyaca Av. Y Avellaneda Av,Avenida,7,-58.45962210,-34.62245140,Moto-Auto,Auto,474,2019,21-40
Peaton,Peaton,Femenino,55,2019-08-09 00:00:00,1,2019-08-08,16:45:00,16,Barco Centenera Del Y Tilcara,Calle,4,-58.41970850,-34.65414867,Peaton-Pasajeros,Pasajeros,475,2019,41-60
Peaton,Peaton,Masculino,40,2019-08-11 00:00:00,1,2019-08-11,21:15:00,21,Riestra Av. Y Bolivar,Avenida,7,-58.44187596,-34.64938031,Peaton-Auto,Auto,476,2019,41-60
Conductor,Moto,Masculino,35,2019-08-14 00:00:00,1,2019-08-14,15:00:00,15,Castro Emilio 4706,Calle,10,-58.49101637,-34.64276621,Moto-Cargas,Cargas,477,2019,21-40
Conductor,Moto,Masculino,53,2019-08-14 00:00:00,1,2019-08-14,17:40:00,17,27 De Febrero Av. 5600,Avenida,8,-58.42493829,-34.66256502,Moto-Moto,Moto,478,2019,41-60
Conductor,Moto,Masculino,43,2019-08-17 00:00:00,1,2019-08-17,05:25:00,5,Garay Juan De Av. 2874,Avenida,4,-58.40489318,-34.62930162,Moto-Auto,Auto,479,2019,41-60
Conductor,Moto,Masculino,25,2019-08-22 00:00:00,1,2019-08-22,12:30:00,12,Scalabrini Ortiz Raul Av. Y Gorriti,Avenida,14,-58.42686680,-34.59217875,Moto-Bicicleta,Bicicleta,480,2019,21-40
Peaton,Peaton,Masculino,42,2019-08-27 00:00:00,1,2019-08-27,11:30:00,11,Primera Junta Y Olivera Av.,Avenida,9,-58.47961100,-34.65620398,Peaton-Cargas,Cargas,481,2019,41-60
Conductor,Auto,Masculino,22,2019-09-02 00:00:00,1,2019-08-28,06:20:00,6,Alberdi Juan Bautista Av. Y Azul,Avenida,10,-58.47439934,-34.63524207,Auto-Auto,Auto,482,2019,21-40
Conductor,Auto,Masculino,29,2019-09-06 00:00:00,1,2019-08-29,01:50:00,1,Alvarez Thomas Av. 1788,Avenida,15,-58.46711912,-34.57926018,Auto-Objeto Fijo,Objeto Fijo,483,2019,21-40
Conductor,Moto,Masculino,35,2019-08-29 00:00:00,1,2019-08-29,09:00:00,9,Lugones Leopoldo Av. Y Paz Gral. Av.,Autopista,13,-58.46514781,-34.53465378,Moto-Cargas,Cargas,484,2019,21-40
Conductor,Moto,Masculino,31,2019-08-30 00:00:00,1,2019-08-30,23:20:00,23,San Antonio Y Lujan,Calle,4,-58.37571078,-34.65584079,Moto-Pasajeros,Pasajeros,485,2019,21-40
Conductor,Moto,Femenino,29,2019-09-05 00:00:00,1,2019-09-05,18:00:00,18,Autopista 1 Sur Presidente Arturo Frondizi Altura Don Pedro De Mendoza Av.,Autopista,4,-58.37157668,-34.65429986,Moto-Cargas,Cargas,486,2019,21-40
Peaton,Peaton,Femenino,28,2019-09-08 00:00:00,1,2019-09-08,03:40:00,3,Figueroa Alcorta Pres. Av. Y Tagle,Avenida,14,-58.39811256,-34.58070186,Peaton-Auto,Auto,487,2019,21-40
