ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,N_VICTIMAS,FECHA_SINIESTRO,HORA_SINIESTRO,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ID,Year,Rango_Edad
Conductor,Moto,Masculino,23,2016-12-03,1,2016-12-03,06:40:00,6,Av Juan B Justo 5645,Avenida,11,-58.47576807,-34.61740997,Moto-Moto,Moto,116,2016,21-40
Conductor,Cargas,Masculino,29,2016-12-06 00:00:00,1,2016-12-06,05:30:00,5,Autopista Perito Moreno Altura Velz,Autopista,9,-58.51927194,-34.63635787,Cargas-Objeto Fijo,Objeto Fijo,117,2016,21-40
Peaton,Peaton,Masculino,50,2016-12-06 00:00:00,1,2016-12-06,07:22:00,7,Av Santa Fe Y Godoy Cruz,Avenida,14,-58.42525456,-34.57866344,Peaton-Pasajeros,Pasajeros,118,2016,41-60
Peaton,Peaton,Masculino,38,2017-01-01 00:00:00,1,2016-12-07,05:00:00,5,Av Federico Lacroze Y Av Forest,Avenida,15,-58.45396573,-34.58518167,Peaton-Auto,Auto,119,2016,21-40
Conductor,Moto,Masculino,23,2016-12-10,1,2016-12-10,07:30:00,7,Av Gral Paz Y Av General Mosconi,Gral Paz,11,-58.52340614,-34.59798754,Moto-Auto,Auto,120,2016,21-40
Conductor,Auto,Masculino,29,2016-12-11,1,2016-12-11,06:16:00,6,Av La Plata Y Cnel Gregorio Pomar,Avenida,4,-58.42323628,-34.64119105,Auto-Auto,Auto,121,2016,21-40
Ciclista,Bicicleta,Masculino,37,2016-12-12,1,2016-12-12,08:25:00,8,Av Martin Garcia 300,Avenida,4,-58.36926144,-34.62841919,Bicicleta-Pasajeros,Pasajeros,122,2016,21-40
Conductor,Moto,Masculino,43,2016-12-13 00:00:00,1,2016-12-13,10:40:00,10,Av La Plata Y Cnel Gregorio Pomar,Avenida,4,-58.42323628,-34.64119105,Moto-Auto,Auto,123,2016,41-60
Conductor,Moto,Masculino,24,2016-12-16 00:00:00,1,2016-12-15,15:30:00,15,Nuñez Y Av Ricardo Balbin,Avenida,12,-58.47935434,-34.55676497,Moto-Pasajeros,Pasajeros,124,2016,21-40
Pasajero_Acompañante,Moto,Masculino,21,2016-12-19 00:00:00,1,2016-12-19,17:10:00,17,Av Gral Paz 4500,Gral Paz,12,-58.50598256,-34.56379980,Moto-Auto,Auto,125,2016,21-40
Conductor,Moto,Sd,42,2016-12-25,1,2016-12-25,19:00:00,19,Au Buenos Aires - La Plata Y Au 25 De Mayo,Autopista,1,-58.36607137,-34.62150748,Moto-Moto,Moto,126,2016,41-60
Conductor,Moto,Masculino,38,2016-12-26 00:00:00,1,2016-12-26,08:00:00,8,Av Garay Y Castro,Avenida,5,-58.41918902,-34.63174259,Moto-Cargas,Cargas,127,2016,21-40
Conductor,Moto,Masculino,35,2016-12-26,1,2016-12-26,19:52:00,19,Av Directorio Y Av San Pedrito,Avenida,7,-58.46749188,-34.63551751,Moto-Cargas,Cargas,128,2016,21-40
Peaton,Peaton,Femenino,42,2016-12-27,1,2016-12-27,08:15:00,8,Cnel Ramon L Falcon Y Membrillar,Calle,7,-58.46064174,-34.62960517,Peaton-Bicicleta,Bicicleta,129,2016,41-60
Conductor,Moto,Masculino,28,2016-12-28,1,2016-12-28,01:41:00,1,Av Belgrano Y Av Paseo Colon,Avenida,1,-58.36956186,-34.61232875,Moto-Pasajeros,Pasajeros,130,2016,21-40
Peaton,Peaton,Femenino,27,2016-12-29,1,2016-12-29,04:00:00,4,Arenales 3319,Calle,14,-58.40966671,-34.58788235,Peaton-Auto,Auto,131,2016,21-40
Peaton,Peaton,Femenino,7,2016-12-30,1,2016-12-30,16:18:00,16,Republica Bolivariana De Venezuela Y Saavedra,Calle,3,-58.40288226,-34.61544091,Multiple,Multiple,132,2016,1-20
Conductor,Moto,Masculino,18,2017-01-02 00:00:00,1,2017-01-02,01:00:00,1,Av. Juan B Justo Y Achupallas,Avenida,11,-58.46594230,-34.61028571,Moto-Cargas,Cargas,133,2017,1-20
Pasajero_Acompañante,Cargas,Masculino,33,2017-01-05 00:00:00,1,2017-01-05,03:10:00,3,Olavarria Y Av. Velez Sarsfield,Avenida,4,-58.38957669,-34.64410277,Cargas-Cargas,Cargas,134,2017,21-40
Peaton,Peaton,Masculino,48,2017-01-11 00:00:00,1,2017-01-11,17:00:00,17,Lima Y Mexico,Calle,1,-58.38161660,-34.61529543,Multiple,Multiple,135,2017,41-60
Conductor,Moto,Masculino,29,2017-01-16 00:00:00,1,2017-01-16,00:40:00,0,Jose A Cabrera Y Bonpland,Calle,14,-58.43917004,-34.58494351,Moto-Pasajeros,Pasajeros,136,2017,21-40
Conductor,Moto,Masculino,36,2017-01-16 00:00:00,1,2017-01-16,13:56:00,13,Au 25 De Mayo Y Av. Boedo,Autopista,5,-58.41595919,-34.62743346,Moto-Cargas,Cargas,137,2017,21-40
Conductor,Moto,Masculino,23,2017-01-16 00:00:00,1,2017-01-16,16:30:00,16,Av. Directorio Y Riglos,Avenida,6,-58.43564880,-34.62828656,Moto-Auto,Auto,138,2017,21-40
Pasajero_Acompañante,Moto,Femenino,29,2017-01-22 00:00:00,1,2017-01-22,02:30:00,2,Av. Gral. Paz Y Av. R. Balbin,Gral Paz,12,-58.50073810,-34.54979510,Moto-Objeto Fijo,Objeto Fijo,139,2017,21-40
Conductor,Moto,Masculino,30,2017-01-24 00:00:00,1,2017-01-24,14:00:00,14,Traful Y Diogenes Taborda,Calle,4,-58.40969005,-34.65055290,Moto-Cargas,Cargas,140,2017,21-40
Peaton,Peaton,Masculino,4,2017-01-27 00:00:00,1,2017-01-27,07:00:00,7,Iriarte 3055,Avenida,4,-58.38972622,-34.65098981,Peaton-Cargas,Cargas,141,2017,1-20
Pasajero_Acompañante,Moto,Femenino,22,2017-01-28 00:00:00,1,2017-01-28,08:27:34,8,Av. Donado Y Arias,Avenida,12,-58.49185972,-34.55046754,Multiple,Multiple,142,2017,21-40
Peaton,Peaton,Masculino,82,2017-02-21 00:00:00,1,2017-02-02,15:18:03,15,Cordoba Av. Y Callao,Avenida,2,-58.39293417,-34.59963642,Peaton-Auto,Auto,143,2017,61-90
Conductor,Moto,Masculino,27,2017-02-04 00:00:00,1,2017-02-03,05:12:21,5,Au 25 De Mayo Kilometro 8.3 Sentido Hacia Provincia De Buenos Aires C.A.B.A.,Autopista,1,-58.38099494,-34.62288231,Moto-Cargas,Cargas,144,2017,21-40
Conductor,Moto,Masculino,32,2017-02-06 00:00:00,1,2017-02-06,08:00:00,8,Av. Juan B Justo Y Paraguay,Avenida,14,-58.42901200,-34.58095431,Moto-Auto,Auto,145,2017,21-40
Conductor,Moto,Masculino,30,2017-02-09 00:00:00,1,2017-02-09,07:00:00,7,Av. Gral. Paz Y Av. De Los Corrales,Gral Paz,9,-58.50877521,-34.66977709,Moto-Auto,Auto,146,2017,21-40
Conductor,Moto,Masculino,43,2017-02-18 00:00:00,1,2017-02-18,05:30:00,5,Sarmiento Y Libertad,Calle,1,-58.38362373,-34.60509972,Moto-Pasajeros,Pasajeros,147,2017,41-60
Peaton,Peaton,Masculino,39,2017-02-23 00:00:00,1,2017-02-23,20:50:00,20,Av. Rivadavia 7121,Avenida,7,-58.46589308,-34.62955795,Peaton-Pasajeros,Pasajeros,148,2017,21-40
Pasajero_Acompañante,Auto,Femenino,23,2017-02-26 00:00:00,2,2017-02-26,05:15:00,5,Av. Perito Moreno Y Fournier,Avenida,4,-58.41842777,-34.64979057,Auto-Objeto Fijo,Objeto Fijo,149,2017,21-40
Conductor,Auto,Masculino,19,2017-02-26 00:00:00,2,2017-02-26,05:15:00,5,Av. Perito Moreno Y Fournier,Avenida,4,-58.41842777,-34.64979057,Auto-Objeto Fijo,Objeto Fijo,150,2017,1-20
Peaton,Peaton,Masculino,42,2017-02-26 00:00:00,1,2017-02-26,21:57:00,21,Av. Caseros 1429,Avenida,1,-58.38332245,-34.63193250,Peaton-Auto,Auto,151,2017,41-60
Peaton,Peaton,Masculino,87,2017-02-28 00:00:00,1,2017-02-28,09:20:00,9,Av. Gaona Y Fragata Sarmiento,Avenida,6,-58.45475488,-34.61196327,Peaton-Auto,Auto,152,2017,61-90
Conductor,Auto,Femenino,27,2017-03-07 00:00:00,1,2017-03-07,08:00:00,8,Mozart Y Colectora Av. Tte. Luis J Dellepiane,Avenida,9,-58.47010988,-34.65872088,Auto-Pasajeros,Pasajeros,153,2017,21-40
Pasajero_Acompañante,Auto,Masculino,70,2017-03-11 00:00:00,1,2017-03-11,01:30:00,1,24 De Noviembre Y Pavon ,Calle,3,-58.40997560,-34.62873635,Auto-Objeto Fijo,Objeto Fijo,154,2017,61-90
Pasajero_Acompañante,Auto,Femenino,40,2017-03-12 00:00:00,1,2017-03-12,05:00:00,5,Av. Gral. Paz Y Pedro De Mendoza,Gral Paz,8,-58.48892175,-34.68359163,Auto-Auto,Auto,155,2017,41-60
Conductor,Auto,Masculino,28,2017-03-12 00:00:00,1,2017-03-12,07:30:00,7,Av. Gral. Paz Km. 10,Gral Paz,11,-58.52466448,-34.60325478,Auto-Auto,Auto,156,2017,21-40
Peaton,Peaton,Masculino,43,2017-03-13 00:00:00,1,2017-03-13,07:50:00,7,Godoy Cruz 2651,Calle,14,-58.42554218,-34.57929036,Peaton-Auto,Auto,157,2017,41-60
Conductor,Auto,Masculino,28,2017-03-23 00:00:00,3,2017-03-23,05:00:00,5,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,158,2017,21-40
Pasajero_Acompañante,Auto,Masculino,32,2017-03-23 00:00:00,3,2017-03-23,05:00:00,5,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,159,2017,21-40
Pasajero_Acompañante,Auto,Masculino,30,2017-03-23 00:00:00,3,2017-03-23,05:00:00,5,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,160,2017,21-40
Pasajero_Acompañante,Moto,Femenino,42,2017-03-29 00:00:00,2,2017-03-29,18:00:00,18,Curupayti Y Colectora Av. Gral. Paz,Gral Paz,12,-58.51452347,-34.58159762,Moto-Pasajeros,Pasajeros,161,2017,41-60
Conductor,Moto,Masculino,20,2017-03-29 00:00:00,2,2017-03-29,18:00:00,18,Curupayti Y Colectora Av. Gral. Paz,Gral Paz,12,-58.51452347,-34.58159762,Moto-Pasajeros,Pasajeros,162,2017,21-40
Conductor,Moto,Masculino,41,2017-03-31 00:00:00,1,2017-03-31,03:00:00,3,Av. Independencia Y Virrey Cevallos,Avenida,1,-58.38896772,-34.61799615,Moto-Cargas,Cargas,163,2017,41-60
Conductor,Moto,Femenino,40,2017-04-01 00:00:00,1,2017-04-01,19:00:00,19,Av. Castañares Y Lautaro,Avenida,7,-58.44516857,-34.64363363,Moto-Auto,Auto,164,2017,41-60
Conductor,Auto,Masculino,43,2017-04-03 00:00:00,1,2017-04-03,09:40:00,9,Camino Ciudad Unuversitaria Y Av. Tte. Guiraldes,Avenida,13,-58.43834197,-34.54560369,Multiple,Multiple,165,2017,41-60
Conductor,Moto,Masculino,17,2017-04-03,1,2017-04-03,23:15:00,23,Baldomero Fernandez Moreno 2186,Calle,7,-58.45485084,-34.63531854,Moto-Auto,Auto,166,2017,1-20
Conductor,Moto,Masculino,42,2017-04-10 00:00:00,1,2017-04-10,09:00:00,9,Av. Leopoldo Lugones Pkm 6900,Gral Paz,14,.,.,Moto-Cargas,Cargas,167,2017,41-60
Conductor,Moto,Masculino,21,2017-04-14 00:00:00,1,2017-04-14,06:15:00,6,Nogoya 5940,Calle,10,-58.52449285,-34.62454175,Moto-Objeto Fijo,Objeto Fijo,168,2017,21-40
Conductor,Moto,Masculino,37,2017-04-23 00:00:00,1,2017-04-23,06:30:00,6,Av. Argentina Y Av. Corvalan,Avenida,8,-58.46713742,-34.67198790,Moto-Auto,Auto,169,2017,21-40
Peaton,Peaton,Masculino,22,2017-04-27 00:00:00,1,2017-04-27,18:16:00,18,Av. Fernandez De La Cruz Y Varela,Avenida,8,-58.43850413,-34.65554754,Peaton-Pasajeros,Pasajeros,170,2017,21-40
Conductor,Moto,Masculino,46,2017-04-28 00:00:00,2,2017-04-28,11:08:08,11,Au Perito Moreno Y Ramal Enlace Au1/Au6,Autopista,9,.,.,Moto-Cargas,Cargas,171,2017,41-60
Pasajero_Acompañante,Moto,Masculino,16,2017-04-28 00:00:00,2,2017-04-28,11:08:08,11,Au Perito Moreno Y Ramal Enlace Au1/Au6,Autopista,9,.,.,Moto-Cargas,Cargas,172,2017,1-20
Conductor,Auto,Masculino,33,2017-05-01 00:00:00,1,2017-05-01,03:47:47,3,Au Dellepiane 2400,Autopista,7,.,.,Auto-Auto,Auto,173,2017,21-40
Peaton,Peaton,Femenino,47,2017-05-05 00:00:00,1,2017-05-05,03:40:00,3,Av. Gral. Paz Y Goleta Julia,Gral Paz,8,-58.49413799,-34.68095739,Peaton-Cargas,Cargas,174,2017,41-60
Conductor,Moto,Masculino,28,2017-05-05 00:00:00,1,2017-05-05,20:16:22,20,Vieytes Y Villarino,Calle,4,-58.37547846,-34.65326075,Moto-Cargas,Cargas,175,2017,21-40
Pasajero_Acompañante,Moto,Femenino,20,2017-05-07 00:00:00,1,2017-05-07,21:00:00,21,Av. De Los Constituyentes Y Pedro Moran,Avenida,15,-58.48680218,-34.58689719,Moto-Auto,Auto,176,2017,21-40
Conductor,Auto,Masculino,32,2017-05-09 00:00:00,1,2017-05-09,08:30:00,8,Av. De Los Constituyentes 4900,Avenida,12,-58.49563989,-34.57962262,Auto-Auto,Auto,177,2017,21-40
Peaton,Peaton,Masculino,80,2017-05-09 00:00:00,1,2017-05-09,23:10:00,23,Av. Cordoba Y Libertad,Avenida,1,-58.38403232,-34.59915940,Peaton-Moto,Moto,178,2017,61-90
Peaton,Peaton,Femenino,39,2017-05-11 00:00:00,1,2017-05-11,09:24:00,9,Brasil Y Lima,Calle,1,-58.38223382,-34.62693865,Peaton-Pasajeros,Pasajeros,179,2017,21-40
Pasajero_Acompañante,Moto,Masculino,30,2017-05-13 00:00:00,1,2017-05-13,07:20:00,7,Av. Escalada Y Av. Fernandez De La Cruz,Avenida,8,-58.45966521,-34.67323292,Moto-Objeto Fijo,Objeto Fijo,180,2017,21-40
Peaton,Peaton,Masculino,47,2017-05-16 00:00:00,1,2017-05-15,13:29:30,13,Paraguay Y Av. Callao ,Avenida,2,-58.39303911,-34.59871111,Peaton-Moto,Moto,181,2017,41-60
Conductor,Moto,Masculino,35,2017-05-15 00:00:00,1,2017-05-15,16:00:00,16,Av. Juan B Justo Y San Blas,Avenida,10,-58.51262106,-34.63395999,Moto-Cargas,Cargas,182,2017,21-40
Peaton,Peaton,Femenino,79,2017-05-17 00:00:00,1,2017-05-17,10:13:00,10,Chile Y Av. 9 De Julio,Avenida,1,-58.38118367,-34.61646839,Peaton-Pasajeros,Pasajeros,183,2017,61-90
Pasajero_Acompañante,Cargas,Masculino,61,2017-05-20 00:00:00,1,2017-05-20,05:00:00,5,Maipu Y Peron,Calle,1,-58.37653284,-34.60582475,Cargas-Auto,Auto,184,2017,61-90
Ciclista,Bicicleta,Masculino,21,2017-05-22 00:00:00,1,2017-05-22,16:00:00,16,Av. Suarez Y Herrera,Avenida,4,-58.37709334,-34.64035082,Bicicleta-Cargas,Cargas,185,2017,21-40
Peaton,Peaton,Masculino,10,2017-05-22 00:00:00,1,2017-05-22,18:10:00,18,Av. San Martin Y Fragata Sarmiento,Avenida,15,-58.46002142,-34.60409469,Peaton-Pasajeros,Pasajeros,186,2017,1-20
Conductor,Moto,Masculino,21,2017-05-23 00:00:00,1,2017-05-23,02:45:00,2,Av. Directorio Y Av. Jose Maria Moreno,Avenida,6,-58.43381970,-34.62801894,Moto-Cargas,Cargas,187,2017,21-40
Conductor,Moto,Masculino,32,2017-05-27 00:00:00,1,2017-05-27,19:50:00,19,Av. Tte. Francisco Rabanal 2950,Avenida,8,-58.43580656,-34.66437532,Moto-Objeto Fijo,Objeto Fijo,188,2017,21-40
Peaton,Peaton,Masculino,80,2017-05-31 00:00:00,1,2017-05-30,13:20:00,13,Nueva York  3696,Calle,11,-58.50791763,-34.59804273,Peaton-Auto,Auto,189,2017,61-90
Conductor,Auto,Masculino,25,2017-06-03 00:00:00,1,2017-06-03,23:20:00,23,Av. De Los Constituyentes Y Vallejos,Avenida,12,-58.49175088,-34.58226957,Auto-Auto,Auto,190,2017,21-40
Conductor,Moto,Masculino,19,2017-06-04 00:00:00,1,2017-06-04,09:00:00,9,Av. Corrientes Y Ecuador,Avenida,3,-58.40781467,-34.60425669,Moto-Auto,Auto,191,2017,1-20
Peaton,Peaton,Masculino,55,2017-06-12 00:00:00,1,2017-06-12,22:38:00,22,Av. De Mayo Y Av. 9 De Julio,Avenida,1,-58.38154200,-34.60906385,Peaton-Moto,Moto,192,2017,41-60
Peaton,Peaton,Femenino,30,2017-06-13 00:00:00,1,2017-06-13,14:50:00,14,Av. Ramon Castillo Y Calle 12,Avenida,2,-58.38526125,-34.57805810,Peaton-Cargas,Cargas,193,2017,21-40
Conductor,Moto,Femenino,60,2017-06-18 00:00:00,1,2017-06-17,23:45:00,23,Fray Justo Santamaria De Oro 1930,Calle,14,-58.42934104,-34.58451712,Moto-Cargas,Cargas,194,2017,61-90
Conductor,Moto,Masculino,33,2017-06-19 00:00:00,1,2017-06-19,16:26:00,16,Mexico Y Dean Funes,Calle,3,-58.40657493,-34.61781124,Moto-Cargas,Cargas,195,2017,21-40
Peaton,Peaton,Femenino,95,2017-06-22 00:00:00,1,2017-06-22,10:15:00,10,Av. Juan B Alberdi Y Av. Escalada,Avenida,9,-58.49525314,-34.64487785,Peaton-Cargas,Cargas,196,2017,
Peaton,Peaton,Masculino,36,2017-06-25 00:00:00,1,2017-06-25,22:40:00,22,Av. Entre Rios Y Av. Brasil,Avenida,4,-58.39092851,-34.62932696,Peaton-Auto,Auto,197,2017,21-40
Conductor,Moto,Masculino,37,2017-07-04 00:00:00,1,2017-07-04,00:25:00,0,Av. Juan B Alberdi Y Guardia Nacional,Avenida,9,-58.49603546,-34.64564271,Moto-Cargas,Cargas,198,2017,21-40
Peaton,Peaton,Femenino,73,2017-07-05 00:00:00,1,2017-07-05,12:49:00,12,Av. Del Libertador Y Rodriguez Peña,Avenida,2,-58.38502878,-34.58703485,Peaton-Pasajeros,Pasajeros,199,2017,61-90
Peaton,Peaton,Masculino,84,2017-07-07 00:00:00,1,2017-07-07,14:15:00,14,Tacuari Y Av. Martin Garcia,Avenida,4,-58.37261143,-34.63150425,Peaton-Pasajeros,Pasajeros,200,2017,61-90
Peaton,Peaton,Femenino,30,2017-07-09 00:00:00,1,2017-07-09,07:30:00,7,Av. Rivadavia Y Murguiondo,Avenida,9,-58.51876802,-34.63905965,Peaton-Moto,Moto,201,2017,21-40
Peaton,Peaton,Femenino,73,2017-07-10 00:00:00,1,2017-07-10,10:45:00,10,24 De Noviembre 390,Calle,3,-58.41095567,-34.61516101,Peaton-Auto,Auto,202,2017,61-90
Peaton,Peaton,Masculino,43,2017-07-10 00:00:00,1,2017-07-10,22:30:00,22,Av. Paseo Colon Y Brasil,Avenida,1,-58.36797542,-34.62519403,Peaton-Pasajeros,Pasajeros,203,2017,41-60
Peaton,Peaton,Masculino,22,2017-07-15 00:00:00,1,2017-07-15,05:15:00,5,Av. Chivilcoy Y Colectora Av. Gral. Paz ,Gral Paz,11,-58.51925642,-34.59171721,Peaton-Auto,Auto,204,2017,21-40
Peaton,Peaton,Masculino,66,2017-07-24 00:00:00,1,2017-07-24,22:16:01,22,Au 25 De Mayo Y Au Frondizi (9 De Julio Sur),Autopista,1,-58.38268809,-34.62282019,Peaton-Auto,Auto,205,2017,61-90
Peaton,Peaton,Masculino,42,2017-07-25 00:00:00,1,2017-07-25,16:48:40,16,Av. Leopoldo Lugones Km 75 Altura Puente Scalabrini Ortiz Sentido A Centro Porteño,Autopista,13,-58.43633522,-34.54966288,Peaton-Auto,Auto,206,2017,41-60
Ciclista,Bicicleta,Femenino,56,2017-07-27 00:00:00,1,2017-07-27,08:50:00,8,Victor Hugo 2639,Calle,10,-58.52640838,-34.61765855,Bicicleta-Cargas,Cargas,207,2017,41-60
Conductor,Moto,Masculino,36,2017-08-06 00:00:00,1,2017-08-06,08:00:00,8,Av. Cordoba Y Jeronimo Salguero,Avenida,14,-58.41894306,-34.59778875,Moto-Auto,Auto,208,2017,21-40
Peaton,Peaton,Masculino,87,2017-08-07 00:00:00,1,2017-08-07,19:50:00,19,Av. Cabildo Y Nuñez,Avenida,13,-58.46756026,-34.54972741,Peaton-Pasajeros,Pasajeros,209,2017,61-90
Peaton,Peaton,Femenino,61,2017-08-08 00:00:00,1,2017-08-08,12:10:00,12,Jose Bonifacio 2114,Calle,7,-58.45715752,-34.63132912,Peaton-Auto,Auto,210,2017,61-90
Ciclista,Bicicleta,Masculino,28,2017-08-17 00:00:00,1,2017-08-17,19:45:00,19,Av. Pte Figueroa Alcorta 5400,Avenida,14,-58.42406784,-34.56213916,Bicicleta-Auto,Auto,211,2017,21-40
Pasajero_Acompañante,Moto,Femenino,16,2017-08-21 00:00:00,1,2017-08-21,07:45:00,7,Venezuela 2135,Calle,3,-58.39674470,-34.61512051,Moto-Objeto Fijo,Objeto Fijo,212,2017,1-20
Peaton,Peaton,Femenino,61,2017-08-23 00:00:00,1,2017-08-23,10:00:00,10,Av. Fco. Lacroze Y Zapata,Avenida,13,-58.44537508,-34.57084818,Multiple,Multiple,213,2017,61-90
Peaton,Peaton,Masculino,46,2017-08-24 00:00:00,1,2017-08-24,01:10:00,1,Iriarte Y Zavaleta,Avenida,4,-58.40056767,-34.65107080,Peaton-Cargas,Cargas,214,2017,41-60
Peaton,Peaton,Femenino,18,2017-08-25 00:00:00,1,2017-08-25,09:00:00,9,Av. 9 De Julio Y Estados Unidos,Avenida,1,-58.38109568,-34.61853244,Peaton-Cargas,Cargas,215,2017,1-20
Peaton,Peaton,Femenino,85,2017-08-31 00:00:00,1,2017-08-31,19:50:00,19,Fray Justo Santamaria De Oro Y Guemes,Calle,14,-58.42533612,-34.58035258,Peaton-Pasajeros,Pasajeros,216,2017,61-90
Conductor,Moto,Masculino,41,2017-09-01 00:00:00,1,2017-09-01,11:30:00,11,Av. Del Libertador Y Jaramillo,Avenida,13,-58.46062311,-34.54395182,Moto-Cargas,Cargas,217,2017,41-60
Pasajero_Acompañante,Auto,Masculino,17,2017-09-02 00:00:00,2,2017-09-02,04:53:08,4,Av. Gral. Paz Y Machain,Gral Paz,12,-58.49491054,-34.54795581,Auto-Objeto Fijo,Auto,218,2017,1-20
Pasajero_Acompañante,Auto,Masculino,10,2017-09-02 00:00:00,2,2017-09-02,04:53:08,4,Av. Gral. Paz Y Machain,Gral Paz,12,-58.49491054,-34.54795581,Auto-Objeto Fijo,Auto,219,2017,1-20
Conductor,Moto,Masculino,21,2017-09-05 00:00:00,1,2017-09-04,21:00:00,21,Av. Directorio Y Portela,Avenida,7,-58.47130269,-34.63665402,Moto-Auto,Auto,220,2017,21-40
Peaton,Peaton,Masculino,56,2017-09-07 00:00:00,1,2017-09-06,14:15:00,14,Lavalle Y Av. Leandro N Alem,Avenida,1,-58.37048800,-34.60189492,Peaton-Pasajeros,Pasajeros,221,2017,41-60
Peaton,Peaton,Femenino,79,2017-09-07 00:00:00,1,2017-09-07,18:23:37,18,Uspallata Y Pirovano,Calle,4,-58.42023854,-34.64234110,Peaton-Cargas,Cargas,222,2017,61-90
Pasajero_Acompañante,Auto,Masculino,1,2017-09-10,2,2017-09-10,09:32:17,9,Au 25 De Mayo Y Av. Varela,Autopista,7,-58.45807401,-34.63997430,Auto-Objeto Fijo,Objeto Fijo,223,2017,1-20
Pasajero_Acompañante,Auto,Masculino,42,2017-09-13 00:00:00,2,2017-09-10,09:32:17,9,Au 25 De Mayo Y Av. Varela,Autopista,7,-58.45807401,-34.63997430,Auto-Objeto Fijo,Objeto Fijo,224,2017,41-60
Peaton,Peaton,Femenino,76,2017-09-11 00:00:00,1,2017-09-11,06:30:00,6,Av. Santa Fe Y Maipu,Avenida,1,-58.37697717,-34.59573848,Peaton-Pasajeros,Pasajeros,225,2017,61-90
Conductor,Auto,Masculino,26,2017-09-15 00:00:00,1,2017-09-15,02:30:00,2,Av. Alvear Y Av. Del Libertador,Avenida,2,-58.39100580,-34.58498660,Auto-Objeto Fijo,Objeto Fijo,226,2017,21-40
Conductor,Moto,Masculino,34,2017-09-19,1,2017-09-19,18:52:33,18,Av. Pavon Y Treinta Y Tres Orientales,Avenida,5,-58.42182126,-34.63089661,Moto-Bicicleta,Bicicleta,227,2017,21-40
Conductor,Moto,Masculino,22,2017-09-20 00:00:00,1,2017-09-20,22:24:00,22,Colectora Av. Gral. Paz 5750,Gral Paz,12,-58.51389422,-34.58075791,Moto-Objeto Fijo,Objeto Fijo,228,2017,21-40
Pasajero_Acompañante,Moto,Femenino,26,2017-09-29 00:00:00,1,2017-09-22,07:02:09,7,Vieytes Y Cruz,Avenida,4,-58.37585415,-34.65232158,Moto-Auto,Auto,229,2017,21-40
Conductor,Moto,Masculino,20,2017-10-02 00:00:00,1,2017-10-02,15:55:33,15,Au Dellepiane Y Av. Escalada,Autopista,9,-58.47297505,-34.66245085,Moto-Cargas,Cargas,230,2017,21-40
Peaton,Peaton,Femenino,36,2017-10-10 00:00:00,1,2017-10-10,01:05:38,1,Albariño Y Av. Argentina,Avenida,8,-58.46855503,-34.67216349,Peaton-Auto,Auto,231,2017,21-40
Conductor,Moto,Masculino,51,2017-10-12 00:00:00,1,2017-10-12,14:40:28,14,Juan Ramirez De Velazco 1211,Calle,15,-58.44254033,-34.59185043,Moto-Pasajeros,Pasajeros,232,2017,41-60
Conductor,Moto,Masculino,29,2017-10-13 00:00:00,1,2017-10-13,06:12:20,6,Av. Fernandez De La Cruz Y Larraya,Avenida,8,-58.46622247,-34.67926929,Moto-Objeto Fijo,Objeto Fijo,233,2017,21-40
Pasajero_Acompañante,Auto,Masculino,39,2017-10-14,2,2017-10-14,06:15:00,6,Av. Riestra Y Cañada De Gomez,Avenida,8,-58.48003734,-34.68148508,Auto-Objeto Fijo,Objeto Fijo,234,2017,21-40
Conductor,Auto,Masculino,36,2017-10-14 00:00:00,2,2017-10-14,06:15:00,6,Av. Riestra Y Cañada De Gomez,Avenida,8,-58.48003734,-34.68148508,Auto-Objeto Fijo,Objeto Fijo,235,2017,21-40
Pasajero_Acompañante,Moto,Masculino,24,2017-10-16 00:00:00,1,2017-10-16,07:45:00,7,Gallo Y Av. Cordoba,Avenida,2,-58.41192137,-34.59800248,Moto-Moto,Moto,236,2017,21-40
Peaton,Peaton,Femenino,60,2017-10-17 00:00:00,1,2017-10-17,12:30:00,12,Dr. Juan F. Aranguren 611,Calle,6,-58.44034689,-34.61349731,Peaton-Pasajeros,Pasajeros,237,2017,61-90
Conductor,Moto,Masculino,57,2017-10-26 00:00:00,1,2017-10-26,19:15:15,19,Au Perito Moreno Y Au 25 De Mayo,Autopista,9,-58.47155277,-34.64925746,Moto-Pasajeros,Pasajeros,238,2017,41-60
Conductor,Auto,Masculino,23,2017-10-27 00:00:00,1,2017-10-27,05:30:00,5,Chorroarin Y Av. San Martin,Avenida,15,-58.47883099,-34.59967065,Auto-Cargas,Cargas,239,2017,21-40
